UserId,ItemId
282,1200 865 706 2299 2455 2537 3142 1673 2007 1365 1474 938 2312 2022 117 1307 2339 1770 655 402 1034 443 167 2726 3186 588 637 702 2977 2470 3241 2651 842 2066 1765 663 1405 2795 2652 1268 1424 2351 1734 3079 2174 333 2024 294 2997 2921
283,100 1195 803 1474 1602 490 1129 2883 2799 2087 2875 988 2351 865 2044 954 497 2649 3064 2413 1612 48 1268 3142 1797 1991 2217 1533 1088 2055 1956 1001 3059 2472 935 1292 2595 2688 3039 471 655 1714 2958 3209 1289 719 2825 1695 1443 2537
284,2022 2351 1197 2350 1200 2320 2750 517 2470 2464 1857 1195 706 1575 2541 938 1942 702 2537 644 296 1567 814 1812 3142 3209 471 1868 609 1474 1307 2312 719 1290 1193 275 1034 3241 2198 457 505 1185 1818 491 1348 2455 803 988 1737 1800
285,2022 1386 2885 2464 1770 2320 517 1193 2470 1197 1956 2652 2537 2541 1784 609 2350 3209 702 100 1195 2351 1681 1868 2312 2940 1474 491 938 706 505 1455 644 1800 1268 2463 2841 471 231 1348 2198 814 380 296 3142 1307 698 2398 783 417
286,1868 719 3031 2117 2312 976 1681 1185 2464 2024 231 1812 1949 3040 384 2971 417 2299 698 505 2193 2007 1648 3220 1474 2940 2845 573 2455 2070 3181 780 1193 1761 1113 2837 1958 2547 968 1325 2463 1734 3127 1197 1770 938 333 465 1116 402
287,2474 1325 358 2193 2115 856 2392 458 714 2196 1200 2805 2631 243 3142 1185 1755 2182 719 2811 1317 405 1686 1195 2959 3150 1054 2885 2312 2470 3220 1964 1797 2385 2164 2855 836 1129 1405 1197 2887 2652 2499 1015 490 2089 976 637 2455 119
288,517 1784 1193 1567 2537 706 2312 1868 609 2940 1455 1818 505 987 454 1307 2455 1673 2024 3241 1800 2463 18 255 1268 783 1357 385 1034 964 1102 803 945 2937 1290 1239 277 280 2182 2514 748 2232 2222 1295 1812 3037 3022 1156 3229 2108
289,505 231 719 1868 2455 275 1325 637 1455 2392 2193 3031 471 2115 676 1755 2474 1770 976 294 1195 3040 2805 655 981 1268 714 2007 465 2312 2464 443 2971 3176 2470 2525 1861 2845 1386 2651 2855 2299 2527 2902 2661 2022 1958 783 1197 1871
290,1656 490 1715 307 2979 294 505 749 1720 919 2885 1001 2685 525 2627 1152 745 697 1575 313 821 1614 1298 1657 465 1197 2384 2351 454 2299 2845 1034 845 2651 1770 939 1200 2514 1861 2464 1219 706 1290 333 2022 2455 1417 1321 865 2173
291,1325 655 1195 335 1474 1197 2299 1200 1861 1295 2350 458 1896 465 277 1386 1770 170 2651 865 2022 3186 905 2652 2811 987 2841 372 2193 734 719 2464 2320 2902 1797 876 275 2431 1868 361 358 2066 1185 2537 1224 1812 1405 2312 2385 2173
292,521 702 2179 1386 1818 3148 2171 266 2435 2754 2470 1737 945 987 2464 470 2616 2652 465 2350 1922 596 3130 2351 1498 100 2850 2940 1470 1193 803 2312 1071 3090 1770 3233 761 1200 1268 3209 868 1371 3250 3229 2875 2855 1185 1575 2343 3241
293,847 1195 486 1575 505 2845 2527 13 294 571 2661 2455 2537 1720 3176 865 585 3040 1200 79 1521 1197 1868 231 2971 741 2885 2795 2259 939 1735 1770 465 2514 2330 275 938 2651 706 1156 1765 1474 2312 2464 2940 3041 625 948 1185 2031
294,505 1861 865 1195 1200 2977 275 954 856 1770 3220 2470 490 2546 1268 1325 2193 3241 2537 1868 458 719 1185 2431 294 2392 2885 2652 2320 471 676 2810 2350 1197 2217 938 1386 1896 637 1224 2464 655 2726 1681 91 443 1455 2182 335 1106
295,2922 204 2212 728 773 3103 1120 3052 3205 695 2478 2719 165 2120 1663 1637 2012 2769 2946 3209 1138 68 2022 2222 2127 317 380 465 1443 296 988 2979 457 3229 2885 2423 2633 1013 2750 2464 663 2198 1956 517 1274 2108 644 1907 338 18
296,1770 1567 865 1195 1575 2885 2320 490 2855 2652 1868 100 275 2537 2750 1197 783 2661 346 2464 2006 231 2810 517 2696 1239 147 2217 1455 1088 48 2937 3049 2976 2384 2986 2338 2455 2398 2312 3187 1213 280 2198 2651 2474 2173 1325 1365 1106
297,1195 706 2855 1197 2455 1614 465 2022 2940 585 3142 697 2031 2351 2537 988 167 2464 490 938 334 1200 2350 2514 1868 2902 2470 3241 865 2299 3026 1770 2312 910 275 1185 1765 1715 384 2651 3037 2685 919 1474 1521 2977 968 84 1602 770
298,1135 167 3231 515 2030 2066 1513 2206 3037 361 1324 3181 1156 609 267 644 1673 1800 812 2508 465 1307 1803 2738 2840 296 428 938 1734 117 579 1290 2464 1664 2022 277 1422 2326 2855 1034 862 2537 380 2885 736 385 2940 1745 865 968
299,2971 1200 1195 988 490 1575 2537 3220 719 1056 783 275 1567 2455 3031 3040 3147 2320 2810 1635 1715 1684 3142 1132 2845 1185 1455 976 2652 1681 869 1871 231 2976 2350 465 426 2885 3186 486 100 2862 115 2946 358 847 964 1722 2521 147
300,1429 412 2144 750 3178 695 1628 518 2403 2922 3032 1314 770 1013 2619 427 77 2039 1889 1357 338 2554 1134 1637 2371 204 2108 1579 2497 950 2100 1417 2012 1605 1875 1825 1196 2633 2091 1616 3022 1245 1505 1022 1586 1459 2995 2180 2222 1065
301,3178 275 1185 2940 968 1455 2537 2007 1949 865 333 1868 2536 1193 663 1860 457 1196 2180 496 505 2928 231 1059 417 702 2030 1407 2463 384 1200 1648 2814 2706 2299 2455 465 2845 770 471 1734 3078 2547 698 1197 2117 3139 2022 1325 1786
302,1567 2472 964 2932 48 2350 1770 2338 2986 3049 3014 2937 1200 2652 1973 1864 2595 423 1147 1651 2428 2044 2325 1088 2006 2176 2976 3237 2933 2885 1128 1268 2398 803 865 1195 91 1292 2585 465 868 2111 1446 147 2087 1591 2022 2649 2555 1575
303,1195 471 1365 1474 2521 842 588 865 1200 706 275 719 1185 170 2455 3220 486 490 1325 147 655 358 1770 3142 2087 1868 1681 2350 637 1130 2555 593 384 2661 2470 856 1455 1533 714 294 1765 2726 2006 1115 334 837 1915 3079 1119 2117
304,471 3079 1614 1765 443 706 939 1325 1195 1115 1365 1673 3142 847 1295 3156 585 2997 637 275 13 2115 2006 1456 2845 2282 1156 99 714 170 837 3041 719 2661 2312 2928 1200 3040 2977 1455 1521 663 2940 213 2031 2464 401 1424 2034 2685
305,2885 2464 865 938 1770 2351 1195 1868 2299 505 1474 2470 644 471 706 275 719 1185 1307 1567 2652 2312 1193 770 296 2940 1156 3209 277 1673 2350 231 3037 2455 1857 1034 1812 2066 702 1681 697 1290 1455 1942 100 496 609 1800 490 2841
306,954 856 231 1325 2887 825 505 1154 3142 319 2431 1317 1797 335 1975 655 1224 987 91 2841 1002 2631 836 2196 751 2297 3210 710 458 1861 2474 2129 1268 676 1405 2546 2164 2957 2959 2885 358 1015 1088 1117 1432 2089 2930 1197 1386 905
307,2885 1200 938 1386 2464 1770 2351 2470 1195 1034 719 1307 275 1156 517 2652 1185 1268 231 505 1868 2350 2541 2312 1942 1857 609 1956 471 1193 457 987 706 3209 491 702 1567 1673 2841 1784 2182 277 100 2977 3241 3220 2066 1325 2810 814
308,443 1200 1195 2470 2350 2320 865 2652 1242 1386 1474 91 465 2726 490 964 2464 719 275 938 2855 2022 2173 1868 471 706 1268 1129 505 1185 2537 1871 2952 1567 2299 1156 2455 2312 2351 346 115 100 1784 2810 2431 454 2767 588 1681 2115
309,719 1200 505 384 1681 2312 3031 1195 471 2117 2940 465 1474 2299 1197 2845 3040 706 976 981 496 2022 1386 3142 2966 1648 783 698 443 294 1193 1812 1307 2320 2470 2855 457 2193 3220 2351 968 333 2805 2726 3092 2902 2525 2283 1871 2514
310,1195 443 277 1034 847 2299 505 2455 1197 571 46 1575 490 334 465 706 2222 2464 2537 1200 2661 2855 1031 1156 988 3041 865 1868 2521 361 2885 1770 363 2031 3186 2940 2312 1857 296 1130 275 1307 2022 496 1001 294 1871 1521 1290 644
311,865 1195 2022 1567 1575 2470 1386 2855 2537 1784 1185 505 100 988 2351 706 637 454 1156 2006 115 783 346 2312 490 1034 3220 2472 296 231 3209 1268 2455 443 1290 2398 457 1031 380 2940 48 1239 2841 3049 3037 2883 294 2810 770 2977
312,1575 865 275 1200 1197 1868 2537 1681 465 1386 1455 2022 706 2320 1770 2455 1474 2470 697 333 2312 1195 2726 3142 471 2940 2351 2652 1193 702 277 1348 1784 2350 2117 147 1956 3178 517 938 2024 637 2466 1443 496 1295 1949 3078 2841 1812
313,3178 333 2940 412 2339 457 2536 1386 2537 2022 1586 2312 865 2403 1575 2885 2108 1200 1196 1868 2007 2549 1889 1336 706 2547 2320 3078 1197 231 1693 663 505 3127 517 770 1770 2470 2351 750 2180 1424 2222 2754 384 417 2031 2814 18 2541
314,1295 706 2455 1324 1614 1195 170 1343 1942 1857 1365 2299 1197 334 3142 46 2066 1115 13 3079 1184 847 2757 2173 3068 117 939 2664 2006 2795 2899 1521 296 231 2879 2115 384 2977 1853 1031 2928 213 1496 663 110 3041 1298 2350 655 1424
315,637 2661 1135 865 1195 719 275 1455 505 471 465 988 443 2464 1197 1474 2645 2845 426 1113 2312 1185 2855 780 3147 1132 167 938 976 1295 3181 1681 231 981 486 1857 1958 1443 3231 1034 2521 2320 847 2652 2726 2460 1567 1513 2750 697
316,2464 465 3229 2537 1386 1770 697 1575 865 2312 1193 2470 275 2810 333 1868 1197 3032 1348 1657 3209 2351 2855 2463 2222 3078 2299 3178 505 485 2651 1956 2320 2514 1474 719 1213 1784 84 18 968 3181 706 1681 2012 2652 2547 1861 2726 1949
317,954 856 1154 1002 2631 676 2977 1325 1896 938 1975 2115 2811 2129 335 2193 1686 2959 2297 2887 1317 1432 655 3142 1200 2113 1964 2262 1195 2930 553 865 155 1088 1203 91 1299 1797 613 629 2885 1755 1895 1129 1868 3220 2089 1770 490 719
318,1020 1281 2885 331 2022 2086 2855 2351 259 128 422 2841 2977 2726 1197 3158 2652 465 697 3241 2088 122 1430 2127 2320 1339 702 2182 830 1956 1269 2470 517 1517 682 938 1474 745 2350 1529 2541 1575 2568 1189 505 2455 1200 1818 468 1348
319,2022 2885 1567 1200 1386 1770 2652 2726 454 2350 100 346 115 2855 2464 48 964 2696 2937 1195 814 803 1239 2976 2351 2472 1818 380 2541 1423 987 2398 1737 296 2986 2616 1956 1800 1973 1575 1193 3064 490 497 1474 1268 2006 2055 521 2299
320,1195 2885 2031 865 505 2351 3229 2652 706 988 2312 275 1474 1185 471 2299 1193 2810 770 1034 2455 1348 3142 719 2726 1567 294 3209 1812 938 2750 2173 2971 496 1443 1956 2108 3220 745 2514 231 637 1260 2359 277 783 845 968 1455 1715
321,457 702 2514 2536 1673 1956 1197 2855 3037 663 2885 2940 3178 2222 3209 2928 1693 1465 706 1835 277 2299 1185 2831 333 2312 938 697 1575 767 2455 176 3229 471 167 412 275 296 1200 3142 1348 15 2541 2664 1034 2351 2024 1942 865 1677
322,2163 2696 115 2551 1784 48 1567 2338 1239 2726 2652 964 454 100 2470 2055 2986 2087 2472 2428 2320 1973 1770 91 2111 497 1200 2350 2976 1088 803 3014 2937 2933 988 423 1129 1195 2555 362 1695 3049 865 1386 2147 2044 1032 2529 1975 3145
323,3241 2320 2652 1474 1348 100 1575 1268 2182 405 2688 2351 521 91 2937 1200 1106 465 1770 865 803 1470 938 2855 2217 358 868 2464 2875 1737 1239 2957 505 255 2312 1922 266 2474 1861 1336 1195 1060 748 2810 2841 2754 1498 2964 2649 3059
324,319 3210 2631 3142 825 1054 1797 2841 91 1975 2887 1317 1686 2129 2885 2392 2164 2652 836 1200 2959 1386 1129 905 751 1195 2182 1197 876 1770 3150 1240 865 2022 405 2726 2306 2413 465 1269 2866 1299 2297 1088 2351 1185 1117 2320 2464 706
325,2855 1575 275 2022 2885 505 2455 1295 1185 1455 938 1156 3037 1673 443 1942 1474 3142 231 1812 517 117 1784 2652 1324 384 2117 842 988 1325 3220 783 2940 496 702 1956 609 2977 1614 2208 46 3040 1290 100 491 170 363 697 2521 2795
326,2885 1386 1200 2022 465 1197 1195 2464 938 294 2855 2351 865 2726 2312 2111 2810 1956 2537 490 275 1185 505 3209 2651 1941 1193 2805 1474 471 706 2638 1812 517 3142 1868 2940 2182 719 2541 545 231 100 702 3241 1156 1348 2977 553 2958
327,275 2455 719 1200 1195 1325 3142 1455 2464 1681 2339 2940 2312 1474 465 1197 457 655 697 637 1949 2007 1770 1648 1755 333 2651 698 2351 2977 2514 968 2726 2470 2024 830 702 2299 1465 1307 2845 2380 486 2320 2174 2805 490 2350 1365 443
328,486 847 593 2455 919 2661 706 585 443 384 3142 167 3186 2902 3026 3079 2795 1575 2521 1209 1556 749 2940 1594 821 1321 2259 2845 842 1868 1346 1871 3105 2537 51 2173 984 3176 1853 2855 968 2330 2977 2444 1182 1802 1325 1119 213 3040
329,100 2977 517 2937 706 938 1195 91 14 1818 2875 702 192 1857 865 2258 655 2649 505 3059 1714 1991 1239 1784 2464 988 1117 1797 964 470 2217 1348 719 2173 490 596 1868 2428 1567 697 1498 1020 471 2810 2714 2474 1990 924 521 2299
330,13 1298 1521 2627 1496 3105 2527 1321 1556 2259 2661 397 328 3046 1988 283 35 822 51 294 971 525 1012 962 1414 2494 1346 346 1856 2893 3040 228 1915 2544 2330 3176 2338 415 2376 1014 2082 2821 1853 1494 2398 2596 2174 2521 2789 2178
331,471 486 505 167 1614 706 334 571 2455 1197 3037 2855 3142 939 2299 1765 1295 2757 2902 1307 2885 585 1857 490 3186 1156 2795 465 2997 1456 294 938 443 1871 1034 384 2022 1868 2977 231 2174 2350 2940 2351 46 1290 865 1001 2066 1200
332,1923 2706 2536 277 2831 2514 1693 457 3182 2222 663 1505 1835 1430 1034 3026 1307 1424 3109 84 2455 2547 1194 333 485 2127 1197 2034 3229 1619 3071 1673 1230 1677 3142 968 3032 1348 1417 3078 3207 1860 494 117 2464 2299 2312 2039 2031 3178
333,2055 1770 3049 2726 1200 3209 491 280 2932 380 2398 803 3014 2888 1956 521 814 2035 1357 1737 868 783 2855 296 1651 3073 1147 255 2976 770 18 1185 988 2875 2555 2463 1864 2649 2325 2351 1197 796 1695 2595 2163 2537 1088 1040 2933 719
334,706 1857 1020 988 845 470 596 2757 1956 945 2173 1348 1714 1818 2111 1474 2977 1868 702 3059 987 2464 2841 1498 2455 490 2541 938 505 1722 471 1194 331 2651 957 2940 3090 863 2312 1560 501 1465 868 2198 1443 1332 521 275 2964 964
335,1386 697 2885 465 2464 1245 2108 1956 2351 3209 2940 695 2320 2470 1197 2855 1770 1348 1465 2652 517 1193 2541 3158 2726 521 1195 702 3078 457 2350 845 2012 2359 745 2750 485 865 2547 275 1185 609 2127 299 1443 422 3022 1923 1102 2455
336,865 1575 2537 505 1197 2940 2299 988 2855 706 443 1474 1185 2455 2971 2652 1784 2726 486 2031 167 1034 783 496 1193 938 3220 3040 697 3142 2845 1156 964 1681 2750 1307 2398 384 1268 1614 1001 231 2527 2117 2645 2976 1348 1871 2006 2977
337,1575 1784 2470 865 454 2320 2726 2652 1474 346 115 465 471 719 100 275 1268 2055 2537 1868 1185 2883 706 2464 231 1386 490 2551 3049 2022 2976 3237 443 2855 1871 1681 3220 2937 637 2398 3142 2810 2176 497 2455 988 2044 1455 280 3241
338,2885 266 521 1922 1956 1237 748 945 2541 1818 465 1465 100 803 2179 2299 1498 2616 1046 479 596 2855 2464 1770 2850 2754 987 3241 255 1106 1071 2171 1200 3059 1722 2937 1714 868 2435 1185 2964 2343 3130 2688 501 1560 1990 192 2312 870
339,1200 865 465 1386 2885 2022 1956 2320 1575 1770 3209 2312 2726 1474 1195 2470 1197 3078 1784 2652 517 702 3178 2541 2855 1443 2024 2944 1348 1567 2350 454 100 609 697 770 938 2750 2299 588 2070 471 505 231 706 1196 3220 490 1837 417
340,1693 2464 2536 1949 496 697 333 2547 494 2299 465 2034 2108 1193 471 865 2030 167 2024 2885 3026 417 1407 1023 1348 1386 1307 3041 2855 1200 84 1195 1505 3127 1034 1424 3109 176 1405 702 1455 3142 2013 1456 2007 1812 3078 1336 2783 3139
341,2940 505 2537 697 1575 2455 2464 2312 1949 496 1868 865 2031 2514 968 275 1185 1336 465 231 1348 333 1474 2547 719 1200 1386 1465 2178 2351 3178 706 3229 1197 3142 2174 702 471 2039 1455 2108 1195 2024 676 2392 2841 2007 1681 2855 1693
342,573 2547 862 1116 968 2645 2823 716 515 1513 1369 762 1949 2738 1693 267 662 2940 2814 1456 1407 2013 259 898 2039 417 1307 1786 117 84 3094 428 485 2108 1469 1749 1793 3078 1657 1194 3032 331 3248 46 682 663 3178 1615 226 1812
343,954 856 1474 91 1575 1964 1975 3241 2977 319 231 2115 2431 335 1896 2811 2631 2652 987 938 2196 1195 655 2470 1325 1317 1268 2350 2726 1224 751 358 2546 2885 1770 905 1002 3142 2413 2320 2164 458 2217 865 1129 454 1432 100 1117 2957
344,1922 2724 1470 1923 942 2435 2022 272 2885 2541 2320 702 1024 589 1197 2350 157 2726 517 1379 2470 1348 2757 1305 465 3084 2855 85 3241 3022 2850 2179 1602 957 959 521 1402 362 945 464 2182 987 697 241 926 1641 2841 1141 1817 100
345,2464 2940 697 865 1575 1185 2022 1348 2885 3178 1193 1949 702 2547 2455 1465 505 719 333 706 2514 1693 496 1455 1474 663 1956 231 1681 1336 2855 2108 2222 938 417 1195 2299 2652 945 2470 471 2031 1923 1770 2320 2463 3127 517 2726 3209
346,1770 525 2652 2958 2885 803 1106 1386 964 2022 2163 868 1956 1922 1185 2810 465 501 1377 2696 2464 1197 1056 2428 2551 91 2933 115 1474 1722 3118 302 1990 2361 270 1714 2351 2649 2878 3059 2688 2299 706 2541 2946 1348 2976 292 2940 2055
347,2940 2885 1195 2031 471 2855 2312 706 2299 333 2537 457 3026 167 2455 1200 2351 865 1693 968 1185 1034 277 1868 2470 3142 2222 84 1193 1949 1348 663 275 496 938 1770 1417 3178 2651 1474 1923 2039 485 231 1505 1307 3037 1336 2652 486
348,1956 2726 3209 987 2537 100 1193 1575 3241 865 1195 1060 2937 1336 2841 1443 2463 1498 2616 2171 609 2435 192 1505 2031 1567 1784 644 266 1560 1812 231 1013 2514 1923 868 2754 3178 1800 1722 3078 3130 1857 1942 2182 333 296 3148 1470 471
349,475 0 1237 3118 1377 1922 307 2638 431 2805 2320 2850 2095 294 98 1770 2623 1999 2464 1193 2167 2824 1573 545 521 525 1956 2885 465 2270 2541 296 385 2193 1386 3178 2741 770 971 1048 163 1529 3001 1185 2022 2514 1200 2312 702 553
350,319 987 1975 1154 938 1002 1474 1224 2431 231 825 2959 2841 2631 2930 2196 1432 2217 3194 25 2977 2474 1054 2887 91 2546 2297 553 1964 1797 1896 358 1386 1200 3241 2129 2464 2470 465 2810 2957 2115 1336 2855 2392 2022 1325 2652 2193 1088
351,277 1923 706 2455 3186 842 3037 1307 3142 1195 1575 1505 1295 938 505 2299 1130 2222 1942 2855 1156 231 117 1424 1365 2066 2521 2291 1115 1857 167 1325 1614 1349 2977 1119 1324 837 2339 2208 2173 770 3182 2115 1386 2483 3041 2885 2127 46
352,1575 3142 1956 1922 2299 100 865 2464 2455 2111 505 1857 2537 1474 490 2541 702 2173 1818 521 987 275 1156 470 1185 1567 231 988 719 1737 2651 2875 2182 1722 1295 3059 1871 2940 1239 2841 3186 964 655 277 2179 644 1465 2688 910 868
353,277 1942 1307 363 2455 296 505 1871 443 3142 46 1343 2208 1031 2173 2977 3186 2127 1130 644 2521 486 1290 1614 465 847 2483 2022 117 1573 571 334 1386 3041 2706 3241 2351 770 2464 1812 3182 1365 2638 479 2979 1533 1853 490 2879 1424
354,2537 1868 865 505 2837 2339 333 2940 1200 2007 1185 976 2464 1455 2193 1325 2833 2845 294 637 92 1949 2463 2174 968 2514 3142 2380 1409 465 2568 981 2527 2299 706 2024 1770 457 2885 3040 1268 2117 1195 1092 1193 2547 1197 2855 3178 1189
355,1575 2455 333 830 1681 1455 702 719 1185 2568 3078 828 865 1030 1465 1956 2312 2464 981 1386 1949 3142 1189 2537 706 2179 2514 2299 1197 2928 3118 2320 465 266 1034 1200 1307 2940 3178 505 799 221 1923 2445 117 1237 2602 2022 2805 1722
356,2928 2339 1734 505 1424 231 2455 2034 663 2174 384 2299 2902 333 1835 2706 706 2312 275 496 2575 1185 2222 2537 2066 830 3109 621 15 2115 1455 1868 3142 88 719 714 1765 1681 1860 465 960 918 273 702 770 46 1648 2031 1200 697
357,13 486 471 1720 505 2470 1200 334 443 525 593 2885 465 346 2350 3040 1614 1868 1556 1197 988 2537 2351 964 275 1812 2384 2455 1656 2173 2527 938 35 1853 2627 1185 2971 1871 1156 2320 719 2757 2979 2022 2521 3142 1861 331 2638 637
358,486 13 847 1195 2031 490 571 2685 334 1715 1720 1260 1521 939 1218 485 1298 2845 1219 294 919 1001 2174 1575 749 3229 585 821 3026 1321 167 706 2455 948 2627 593 1795 84 2259 1430 1197 1496 3176 988 2757 968 697 465 1765 2645
359,2940 770 1197 2514 2312 2536 3178 1193 2351 2706 2039 277 2547 1949 2299 2031 2537 1505 702 2855 1673 2108 968 938 1307 706 1956 505 3037 3209 1034 167 1868 1200 945 2455 275 117 3041 2024 494 18 2066 3127 412 1812 3026 471 3142 1195
360,1430 2086 706 1063 3182 2127 307 2411 2979 1529 682 122 2309 1197 2351 312 471 457 1034 2339 1386 176 1339 1195 1307 465 2940 654 2841 296 2444 1505 173 167 2538 1942 830 1295 2299 1189 1462 2831 2514 2470 3037 2464 2536 1972 1269 770
361,1465 2022 2464 2179 2312 2351 2463 2726 2350 1770 333 1185 1575 1818 521 1949 457 1060 3148 2855 230 275 1868 1737 697 2514 719 770 2299 987 1681 2937 496 3229 1237 2547 231 2616 1784 2039 968 868 2750 748 3209 1474 1498 706 1336 1195
362,2885 1185 266 2470 1197 2652 1200 2351 2688 521 241 2464 275 1681 596 1770 1060 2171 2537 3148 255 1991 1818 1737 2312 2875 803 1922 987 2782 501 2855 748 698 1474 1193 231 1455 1071 470 868 1741 2299 3145 2024 609 1371 2937 3178 1239
363,485 1260 307 313 1302 845 1417 333 331 1218 745 422 1677 821 863 1281 1756 2827 553 490 505 2809 2536 1195 760 1861 2527 294 3032 1589 1605 2278 2385 3142 2039 2470 1949 1529 1656 167 1548 2885 2783 1531 2190 1034 1575 2173 545 706
364,2537 1200 2464 2312 2455 384 2845 1195 333 1474 465 1325 2885 1949 3142 1197 3178 1386 2174 1770 968 294 697 2022 2463 976 2380 2855 2470 1348 2299 3031 358 1336 3176 490 2007 2805 2039 2351 1715 3040 1268 496 1861 702 486 457 2902 2024
365,1200 2299 1770 2652 2464 2726 2320 505 1474 275 1443 1567 517 1307 1290 1185 1784 496 2127 987 1673 231 2807 3241 346 2977 1681 1956 2066 2661 454 1193 2541 2940 1348 803 702 1871 3220 783 479 770 3209 46 2757 1818 2384 2006 1106 2937
366,1195 1474 100 465 1567 1185 964 783 505 1455 1722 231 294 2464 1213 2688 3142 1239 706 147 2217 1197 454 2855 471 2651 1755 2193 1861 803 2117 2875 2966 655 2455 2976 3031 2299 698 2006 2551 1871 501 976 2398 2977 384 3237 358 2750
367,2855 1290 2299 1857 1200 2351 2750 988 706 3037 2537 1942 1156 1575 2312 2066 1307 457 1193 46 1567 505 1868 2645 490 275 2726 496 2455 3229 1693 1956 2208 491 1800 2031 1784 2541 1474 2706 609 3041 2127 3181 1923 2841 702 1818 3142 2979
368,1575 1200 275 2464 2885 1386 465 1197 1195 2022 1770 1185 2455 505 706 2351 231 2470 2940 2320 3142 1455 471 2855 2299 1681 2726 697 2350 938 1193 637 2977 702 1956 333 1034 1307 294 496 384 1325 988 3241 2339 2117 2514 1268 1949 1784
369,2977 1575 655 1861 2887 3142 335 231 2115 2217 1896 1224 3241 1325 2431 2474 505 319 2546 1317 553 458 2193 2631 1154 2113 938 2810 714 91 677 751 825 1531 1269 2182 2129 1002 3210 243 1006 2805 2297 1964 2651 676 1152 2652 2196 1195
370,231 2977 1325 1195 3241 1405 706 2855 2299 2464 954 457 2455 2312 277 2651 1386 1200 2940 167 2115 770 856 1268 2022 2841 663 2470 2537 865 2959 3041 1336 1006 2706 1156 2350 458 714 490 1185 1868 333 1812 2031 1770 275 1307 2351 2652
371,1575 505 231 865 275 1185 719 384 1455 1325 2312 2392 1195 1681 1197 2464 706 358 976 1770 2007 2193 1386 2940 2022 2651 2470 2351 3040 676 3220 2726 2977 938 1722 2855 1268 2299 294 2115 2971 2320 2514 443 2805 1348 3241 1861 490 2652
372,505 2940 2312 2464 2537 231 2514 2885 275 1185 1195 1200 465 1868 697 1197 2805 2380 3142 2193 1034 2022 2351 2855 706 1325 1770 1268 1812 384 490 1949 719 968 2977 938 3178 1348 1193 496 1336 1455 2320 702 1681 457 2652 2841 1218 981
373,2350 2470 2320 1197 1348 987 2726 2351 465 1770 1034 1575 2855 1195 2111 702 100 1200 2173 3241 192 706 517 2428 2182 1612 91 479 2299 266 2651 2464 865 1922 803 2127 3142 938 1942 2696 1474 697 2977 1857 964 2537 2343 868 277 1268
374,1386 2299 1575 1956 1200 2312 2537 2568 1197 865 1034 2602 275 2320 1770 1455 1868 3078 2024 1348 697 1923 2182 1681 3142 2380 496 1241 702 2726 706 2179 2541 1193 2651 938 1185 609 2940 2470 333 2652 2127 1048 2455 1424 2805 830 231 98
375,1194 863 2002 122 1529 468 1339 197 2538 3142 2351 2651 312 2470 1159 1531 3241 2350 2127 1006 1269 2881 545 485 2111 2182 1972 2320 2455 1762 1302 1195 2972 425 2225 3182 490 3059 14 2962 1770 2714 272 987 2236 1474 517 988 505 1168
376,2470 2652 865 2885 2350 2537 1268 465 1868 1197 1386 1474 719 2810 637 490 2351 1567 275 1784 1106 2937 3220 100 471 2182 2855 505 2464 3142 2971 1185 1056 443 2688 988 1455 1722 964 2966 2217 1048 517 803 783 2006 1681 3241 1871 2455
377,954 938 1474 2196 2546 319 1154 1224 2474 2977 505 1054 1325 836 825 335 458 1317 2887 714 358 3241 987 1129 2129 655 751 243 1861 2113 1299 676 2297 1268 1797 1964 2841 2957 1195 1432 3142 3150 2885 2217 1197 2550 2413 1240 2305 2406
378,3031 637 719 3040 1761 1681 1575 443 783 960 1150 3092 505 2455 1958 2463 147 981 2392 2070 294 2661 3220 1881 1684 2525 1196 1325 3187 2232 1113 676 869 3030 1365 1715 1125 358 1784 3237 1752 2474 1203 486 1871 1000 2306 234 3118 1099
379,1853 1680 2173 1767 706 2807 1857 361 1468 2977 2127 1731 3142 471 710 3182 1290 1195 363 1295 571 1720 919 3186 3241 2865 346 1563 1602 3077 2521 718 1034 186 1242 2638 2972 2071 443 1069 745 1130 1272 1736 938 2855 2913 2899 1094 2428
380,465 2351 1197 1195 1575 865 2855 100 2464 3241 988 517 697 1348 1868 2455 1784 505 2750 1106 1956 2541 275 719 490 2312 2937 702 2940 1020 1268 1185 2299 987 2651 1818 2173 945 845 1722 231 2841 2463 1443 964 2810 2971 938 1193 2875
381,2885 1195 3241 2217 2977 2810 100 987 2937 2299 719 2537 490 1956 2805 1941 2464 471 2541 1868 1213 275 2173 2312 1185 1722 1106 91 1861 1871 1567 2455 1325 1991 2428 868 192 1307 1681 1239 294 2841 1475 1137 479 545 2193 2688 3220 1812
382,2299 1942 1575 1857 2350 1195 2885 1034 1197 987 2855 294 1533 2470 2652 1156 2022 856 1386 465 1200 2351 2320 2563 2757 505 479 847 214 964 231 954 1268 2805 471 2380 2841 45 2115 2726 3241 814 443 981 272 865 1706 2182 2807 2750
383,2464 2312 1949 465 457 2024 117 1673 968 2022 2455 1693 2841 1325 2351 1307 770 1812 277 1407 1348 663 471 3078 2928 3142 2706 706 1195 417 2007 1923 1770 2392 2222 1456 2206 2034 2030 273 1956 3127 2977 3026 1352 637 2470 1648 1505 1059
